"datetime","title","service","voc_type","voc_date","text"
"2012-04-19 오후 2:58:29","아미식당 스파게티 맛있어요~~~","기타 >  >","","","후라이팬에 일인분을 따로 볶아 주셔서 그런지 식당 중에 아미식당 스파게티가 젤 맛있어요~! 스파게티 나올때마다 너무 좋아요~ 자주 나왔으면!"
"2012-04-19","A조셔틀","secret","","",""
"2012-04-19","하이스텍 채용 문의 드립니다..","secret","","",""
"2012-04-18 오후 4:28:12","출퇴근 버스 노선 일치 시켜주세요.","기타 >  >","","","출근 버스는 동대문 등기소 앞에서 타는것이 있는데, 퇴근버스는 동대문 등기소 앞에 내리는게 없습니다. 출퇴근이 좀 더 수월하려면 동대문 등기소앞에도 신설해주시면 감사하겠습니다."
"2012-04-18","동탄행 퇴근 7시반 직행노선 운행 검토요망","secret","","",""
"2012-04-18","통근버스시간이요","secret","","",""
"2012-04-18 오전 7:35:00","하이닉스 식당메뉴 어플","기타 >  >","","","하이닉스 식당메뉴를 볼수있는 어플이 있다던데 어디서 다운받을수있는건가요?"
"2012-04-17","출퇴근버스","secret","","",""
"2012-04-17","식당 메뉴 문의","secret","","",""
"2012-04-17 오후 1:58:07","휴일 성남/분당선 출근 증차 혹은 노선 검토 부탁드립니다.","기타 >  >","","","휴일 성남/분당선 문의드립니다. 평일, 토요일과는 다르게 성남/분당선이 한대로 운영되어, 기존 분당(경부)를 이용하는 사람은 출근하려면.. 서현역이나 이매촌등으로 이동을 해야합니다. 분당 경부에서도 출퇴근 인원이 상당한데.. 증차여부 혹은 노선검토 부탁드립니다. 지금 휴일 분당경부는 아예 노선이 없으므로, 설문으로 조사하면 될 것 같습니다."
"2012-04-17","버스대절 (그룹야유회)","secret","","",""
"2012-04-17","버스대절 관련하여 문의 드립니다.","secret","","",""
"2012-04-17","복지관 아침 빵 메뉴에 소보루 빵 좀 주세요","secret","","",""
"2012-04-17 오전 7:08:06","편의식 주스음료수 바뀐건가요?","기타 >  >","","","편의식 주스음료수 바뀐건가요? 저번에 선키스트 팩이엿는데 캔으로 몇번나오더니 .. 이젠 안나오고 웅진으로 나오네여 웅진 맛없네여.. 선키스트 다시 주세요"
"2012-04-16 오후 11:37:39","숟가락에..새똥같은 이물질...","기타 >  >","","","오늘 입사이래 식사시간에 최고로 짜증났습니다. 예전에 음식에서 제육복음에 비닐조각이(그럴수도 있다생각했음)나왔을때도 음식에서 벌레 비스무리한것도 그냥 패스..일하시다 보면 힘들겠거니..그냥 말없이 안먹고 나가고,,근데..개선이 안되네요. 오늘은 드디어 숟가락에 새똥 비슷한 것이 묻어 있었습니다. 나와 같이 간 동료들이 사진은 찍어 놓은것 같은데.. 전 오늘도 일하시는 분들 힘들겠거니 말없이 나왔네요. 앞으로 다시한번 더 이런 일이 생기면 사진 첨부 해 놓겠습니다.참고로 어지간하면 수저 휜것좀,, 조치좀 해주세요."
"2012-04-16","주말농장 게시판 안보시는 것 같아 여기 씁니다.","secret","","",""
"2012-04-16","주말농장 차량관련","secret","","",""
"2012-04-16","아침출근 미아선 노선 조정 부탁 합니다.","secret","","",""
"2012-04-15","결혼식 버스대철 문의 입니다","secret","","",""
"2012-04-15","주말 동탄 영통선 증차 요구합니다.~!","secret","","",""
"2012-04-13","버스 노선 문의 드립니다.","secret","","",""
"2012-04-13 오후 8:06:08","식당 메뉴관련 개선요청드립니다.","기타 >  >","","","하이닉스 라인 교대근무자입니다. A조B조C조 근무중에 식사시간이 되면 식사를 하러 가지요... 보통 생각하시는 식사시간에 딱 맞춰서 가지 못하는거 아시죠? 이유는 장비운영때문에 근무자들은 식사시간을 나눠서 가게됩니다. 1차 2차 3차 이렇게 나눠서 식사를 가게 됩니다. 업무상 어쩔수 없는일이죠... 그런데 3차로 가게 되면 기호식이 없습니다. 음식이 다 떨어져 있는거죠... 이건 너무한거 아닙니까? 두가지 메뉴중에 한가지는 떨어지고 한가지밖에 선택아닌 선택을 하여 먹는 상황... 그마저 한개있는 메뉴가 별로이면 식사를 하지 않게 되는 현상... 그러면 직원들 건강은 어떻게 책임지려고... 통상직원만 건강 책임지면 되는겁니까? 점심때 식사메뉴는 보통 4가지나 나오는것은 어떤식으로 설명을 해주렵니까? 식수인원이 많아서? 그럼 야식때나 아침은 식수인원이 적어서 그렇게 안하는겁니까? 그시간때 이용객은 하이닉스 직원이 아닙니까? 거두절미하고 정해져 나오는 음식이 식당운영하는 시간까지는 나와야 함이 맞는거 같습니다. 요청드립니다. 참고로 복지식당이며, 예상되는 답변이 아닌 성의있는 답변 요청드립니다."
"2012-04-13","셔틀버스 문의","secret","","",""
"2012-04-13 오후 4:07:08","5441 번글의 청운식당 휴일메뉴건 답변 문의 합니다.","기타 >  >","","","분명 문제가 있는 식단에 대하여 건의를 하였는데 현재까지 아무런 답변이 없으시네요. 답변 바랍니다."
"2012-04-13 오후 12:16:07","중앙식당 아침메뉴에.....","기타 >  >","","","오늘 중앙식당 아침메뉴에서 숙주나물 무침 속에서 오이꼭다리가 나왔습니다 제가 알기로는 아침메뉴에 오이가 들어간 음식이 업는걸로 아는데 오이꼭다리가 나온것은 이해가 안갑니다 조금더 청결하게 요리해 주시면 좋겎습니다"
"2012-04-12 오후 6:53:51","오창 통상조 통근버스 조정 요청","기타 >  >","","","오창 통근 버스 관련 문의 드립니다. 1. 주말 오창 노선 신설 --> 주말 Or 휴일 기존 있었던 노선이 없어 졌는데 다신 신설 계획이나 검토가 필요 한거 같습니다. 2. 평일 퇴근 버슨 7시 20분 (Or 9시 40분) --> 8시40~50분 변경 --> 통상 근무를 하면서 주로 퇴근 하는 시간이 9시경 되는거 같습니다. 노선 시간 조정이 가능한지요?? 7시20분 버스는 거의 이용을 안하는거 같습니다. 저녁 식사를 하는 경우엔 이용하기 애매한 시간대 버스 인거 같네요. 노선 시간 조정 가능검토 바랍니다. 수고 하십시요."
"2012-04-12 오후 4:39:54","고덕선 주말 증설 요청","기타 >  >","","","금요일 퇴근의 경우 고덕/상일선 타기가 너무 힘듭니다. 45분에 도착해도 자리가 없네요. 심지어 천호선도 자리가 없어서 동서울로 가서 지하철 세번을 갈아타고 집에 갔습니다. 한시적으로라도 의견 수렴하셔서 금요일 퇴근 만이라도 증설해 주세요."
"2012-04-12","통근버스 운전자 뒷자석 배려석 진짜 배려 좀 해주세요.","secret","","",""
"2012-04-12","영통삼거리입구 버스정류장에는","secret","","",""
"2012-04-12","조치된 사항이 없는데 개선사항메일건 및 4/10퇴근 버스 노선","secret","","",""
"2012-04-11","셔틀버스문의","secret","","",""
"2012-04-11 오후 7:46:43","청운식당 휴일 메뉴 심각하게 불만토로합니다.","기타 >  >","","","쌀밥&잡곡밥 시금치된장국 <==== 풀 냄비갈치무조림<=== 가시만 투성이고 냄비가 아닌 소접시에 나옴 감자채당근볶음<=== 풀 얼갈이나물<=== 풀 파래김&양념장<===바다의 풀 총각김치/쿨피스<=== 풀 금일 저녁 메뉴입니다. 반찬부터 국까지 모두 풀입니다. 그리고 그나마 나온 갈치무조림은 가시만 투성입니다. 진짜 먹을게 하나도 없습니다. 정말 너무한다고 생각합니다. 휴일이라도 근무하는 임직원들 그리고 청운기숙사 기숙인들이 많이 식사를 하러 오는데 이건 정말 너무합니다."
"2012-04-11 오전 9:57:37","A조 출근 셔틀 히터좀 적당히 틀어주세요~","기타 >  >","","","날씨가 쌀쌀해서 히터를 틀어주시는 기사님.. 정말 감사합니다. 그러나 너무 과하게 나와서 숨이 막힐 지경입니다. 자리도 없어서 서서 출근하는데... 히터까지 숨 막히게 하니깐.. 출근 셔틀안이 마치 지옥과 같습니다. 이런 의견 가끔 본거 같은데.. 잘 지켜지고 있는건지 모르겠네요.. 제발...적당히.. 특히, 오늘처럼 비가 오는날에는...에어컨도 함께 틀어주시면 감사하겠어요.. 오늘도 수고하세요~~"
"2012-04-10 오후 9:05:02","신길선 이용인원 조사요청","기타 >  >","","","신길선 이용인원 조사 요청합니다. 요일별 시간별로 이용인원 조사후 공개 요청합니다. 또한가지 금일 9시 2대 배차인데 1대를 6:30 에 배차한 이유와 9시 배차가 1 대로줄어서 잠실선을타고 귀가하는데 2시간이상 걸리게 만든 것에대해 재발방지 방안 요청합니다. 아무 공지없이 배차를 맘데로 바꾸고 후속 대처(추가배차등)가 없었던 점 불가피한 이유가 있었는지 해명해주시길 바랍니다. 더불어 9시이후 10시 배차에 강서방면 배차 추가도 함께 건의합니다."
"2012-04-10","교대 노선관련","secret","","",""
"2012-04-10","교대역선 운행버스","secret","","",""
"2012-04-10 오전 8:31:00","이천 ↔ 대전 출퇴근 노선 검토 부탁드립니다","기타 >  >","","","안녕하세요 이천/대전 출퇴근 노선 검토를 부탁드립니다. 저도 예전에 대전에서 출퇴근을 시도 했지만 시간,돈,체력 때문에 포기하고 이사를 했습니다. 대전 출퇴근 인원이 얼마안될거라 생각했는데 의외로 인원이 좀 있네요. 여러차례 건의사항을 올리신 분들이 있는데 운행계획에 대해서 적극적인 검토 부탁드립니다. 수고하세요"
"2012-04-10","조식,야식 빵제공문의...","secret","","",""
"2012-04-09","푸르지오 교대 노선.","secret","","",""
"2012-04-09","분실문 관련..","secret","","",""
"2012-04-09 오전 7:17:01","남자기숙사 식당 컵라면용 뜨거운물 비치해주시면 감사하겠습니다.","기타 >  >","","","A 조 출근때 기숙사에 들려서 밥먹고 출근하고 있습니다. 간혹 식단이 입맛에 맞지 않을때 라면을 이용하는데요. 지금 사용하고있는 냉온수기로 라면 물을 넣으면 물이 뜨겁지가 않아서 라면을 먹지 못할정도입니다. 원래는 냉온수기물 온도로도 충분하지만 제가 라면먹는날은 다른사람들도 라면을 많이 먹더라구요..식성이 까다로운편은 아닌데 정말 먹을게 없는날도 있습니다. 라면물 넣고 자리에 앉으면 물이 미지근... 짜증이 밀려옵니다. 그래서 그냥 쓰레기통에 버리는일이 한두번이 아닙니다.. 순간 욱해서 영양사분이나 아무머니께 직접 얘기해서 따져볼까도 생각했지만 여기에 글을 올리는게 좋은것같아 글을 씁니다. 제발.. 컵라면 배식을 하시면 먹는데 불편함이 없게 해주세요. 전기 물끓이기 하나 비치해주시면 정말 고마울것같은데. 힘든가요?"
"2012-04-09","봉명기숙사 식단 및 질","secret","","",""
"2012-04-08","이천, 청주 간 셔틀에 관한 문의사항입니다.","secret","","",""
"2012-04-08","헬스장 문의 드려요","secret","","",""
"2012-04-08","정류장에 버스 정차하기 전에 미리 나오라는 기사님의 요청이 위험합니다.","secret","","",""
"2012-04-08 오후 3:35:13","저도 이하 의견에 동의합니다.","기타 >  >","","","버스 뿐만 아니라 식당에서 밥먹을 때도 BAD GIRL GOOD GIRL노래를 주로 들을 수가 있는데 부르시는 분들이 그저 악지르는 걸로 밖에 안들리네요. 저뿐아니라 주윗 분들도 시끄럽다 하시고 노이로제 걸릴 것 같으니 적당히 틀어주시면 좋겠어요ㅠㅠ 의도는 좋지만 너무 시끄럽네요.."
"2012-04-08","4월 10일에 인천 퇴근버스 있나요?","secret","","",""
"2012-04-08 오전 9:18:16","아침출근버스에서 노래 틀어주시는거 자제해주셨으면 합니다.","기타 >  >","","","안녕하세요. 최근 통근버스에서 교통사고가 일어나서 안전벨트 강화하는건 좋은 취지이고 꼭 필요하다고 생각합니다. 그런데, 출근버스에서 안전벨트 강화목적으로 회사에서 자체 제작한 BAD GIRL GOOD GRIL 노래를 틀어주시는데, 넘 신경에 거슬립니다. 아침 출근버스시간이 조용하고, 숙면을 취하시는 분들도 계시는데..분위기에 반할 뿐더러, 무려 3번이나 동일 노래를 반복해서 틀어주십니다.(매일 반복되니, 뭐 세뇌받는것도 아니고.. 암튼.. MISS A가 싫어집니다ㅡ.ㅡ) 횟수를 줄이거나 다른 방송으로 대체해서 틀어주셨으면 좋겠습니다."
"2012-04-07","저녁식사 저칼로리 식단 제안드립니다.","secret","","",""
"2012-04-07 오후 1:05:38","안산선 통근버스 개설","기타 >  >","","","안산선 통근버스 개설에 관련해서 문의가 많은데, 개설 검토는 언제쯤 시행되나요?"
"2012-04-07 오전 8:14:54","4월6일 9시퇴근버스 천호군자행 불만사항입니다.","기타 >  >","","","안녕하세요. 지난4월6일 9시퇴근버스를이용한사람입니다. 자리가없어서기사분오른쪽간이의자에앉게되었습니다. 첫번째정거장은 상일초등학교육교를지나서버스가내려줍니다. 그런데육교지나기전부터버스문이열리더니문열린채로몇미터를이동한후정차하였습니다. 제기억엔 족히 10미터는넘었습니다. 벨트를메고있었지만, 문바로옆에탄사람은마음이어떻겠습니까? 정확히정차위치에서문열어주셨으면좋겠습니다 또 한가지문의사항은 9시이후버스들은OT근무후타는사람들이많은데,좀더편안히퇴근할수있도록차량불은꺼주셨으면좋겠습니다. 어제도어떤분이요청하셨는데기사분이9시차는불켜고운행해야된다는답을하시던데 불을끄고운행할수없다면 이유라도알고싶습니다."
"2012-04-06 오후 7:39:38","판교평출&분당휴출 낙생육교 정류장 요청드립니다.","기타 >  >","","","안녕하세요. 수고 많으십니다. 평일출근[판교선]과 휴일출근[성남/분당선]의 낙생육교정류장을 요청드립니다. 위치는 [분당경부선]의 평일퇴근시 백현마을5단지육교 즉 낙생육교의 길건너편입니다. 낙생육교정류장은 판교역 개통에 따른 거점위치이며, 휴일출근시 주변지역 거주직원들의 불편을 크게 해소할 수 있습니다. 그동안 유사문의가 많았으나 해결되지 못했지만, 이번 문의에 충분히 검토하시어 낙생육교정류장이 꼭 신설되기를 바랍니다. (참고로, 아침출근시 타회사들 통근버스들이 낙생육교정류장을 이용하고 있습니다.) 수고하세요. 감사합니다."
"2012-04-06","흥덕지구 버스 정류장 신설 件","secret","","",""
"2012-04-06 오후 3:44:04","일요일 출근 죽전/수지/상현/광교 버스 신설 좀 부탁 드립니다.","기타 >  >","","","에구 매주마다 택시타고 저기 멀리까지 가서 타고 다니는데 좀 어떻게 안될까요? 지금 죽전/수지/사는분들도 상당히 많은데 토요일 노선처럼만이라도 제발 부탁 드립니다."
"2012-04-06","용인 셔틀버스 문의","secret","","",""
"2012-04-05 오후 4:18:34","4월 11일 선거일 통근버스 문의입니다.","기타 >  >","","","통상 출/퇴근 버스만 쉬는 것인지요? 교대근무(잠실&성남 3교대) 및 서울↔이천↔청주간 버스도 쉬는지 궁금합니다."
"2012-04-05","분당 야탑출근시 서서오는 문제 해결 요망.","secret","","",""
"2012-04-05 오전 6:25:21","A조 사내셔틀","기타 >  >","","","B/C일 경우에는 사내셔틀이 있어서 출근하기 편리한데... A조일 경우에는 사내셔틀이 없습니다. A조일때도 사내셔틀을 해주세요"
"2012-04-04","퇴근 버스 동수원선(18:00, 22:00) 정류장 신설 건의의 件.","secret","","",""
"2012-04-04","청주가경 출근노선 출근버스 시간관련 件","secret","","",""
"2012-04-04 오전 9:47:41","부속의원 간호사님들과 미화원분께 고맙습니다.","기타 >  >","","","제가 며칠전 몸이 상당히 안 좋아 부속의원을 찾았고 부속의원 내 남자병실에서 휴식중에 구토를 했습니다. 상당히 난감하고 죄송했는데 매우 친절히 처리해시고 편안하게 대해주셔서 고맙습니다. 당시 정신이 없어서 감사 말씀을 못드렸네요. 간호사분들과 같이 청소를 해주신 미화원 아주머니께 대단히 감사드립니다."
"2012-04-03","교대셔틀","secret","","",""
"2012-04-03","안양지역 퇴근버스에 대해 건의 드립니다.","secret","","",""
"2012-04-03 오후 3:46:37","6시 퇴근버스 노선 문의","기타 >  >","","","6시 퇴근버스 분당(중부) 노선에 관해 문의 드립니다. 첫번째 정류장이 야탑사거리인데 노선이름에 적힌대로 중부고속도로를 타고 가나요? 아님 신갈까지 가서 경부고속도로를 타나요. 이름대로 중부선을 경유하여 3번국도로 갈아탄다면 극심한 정체가 있는데, 이를 피해가는지 궁금합니다."
"2012-04-03","통근버스 문의드립니다.","secret","","",""
"2012-04-03","버스 정시 출발요청","secret","","",""
"2012-04-03","평일 출근버스 시간 조정 관련 요청드립니다.","secret","","",""
"2012-04-03 오후 12:39:32","라면 간좀,,,,","기타 >  >","","","중앙식당을 이용하는 사람으로 한 말씀 드리겠습니다. 원래 라면을 좋아하여 주로 먹는데,,요근래 들어 라면 맛이 형편 없어 졌습니다. 어느날은 너무 짜고 오늘같은 날은 너무 밍숭맹숭하고... 김치와 겯들여 먹으라는 소린지... 여하튼 라면 코너 맛좀 신경써 주세요."
"2012-04-03 오전 11:22:40","노원선 퇴근시 차량 만차","기타 >  >","","","회사 인원이 늘면서 차량이 만차되는 경우가 비일비재 합니다. 특히 21시 퇴근 차량 입니다. 만차되고 구리태릉선도 만차 더이상의 배차는 없냐고 물어보니 못가는거라고 합니다. 개선점을 찾았으면 합니다.배차를 더 해주던지 아님 노원가는 사람말고 태릉선을 따로 만들던지.. 매일 그러니 개선점이 필요해 보입니다. 그리고 노원선이 꽉차면 구리태릉선은 노원가야되는거 가 맞는데 가질 안코 태릉 다 하차 시킵니다. 이점도 개선해야 될거 같습니다.(말은 간다고 다들하지만 실질적으로 노원쪽으로 안갑니다.)"
"2012-04-03 오전 10:15:28","금일 청운식당 면식","기타 >  >","","","금일 라면 메뉴는 봄철신메뉴라고 나왔는데 정말 맛이 없었습니다. 된장도 아니고 라면도 아니고 그리고 냉이가 들어갔는데 라면에서 얼큰한맛보단 냉이의 쓴맛이 강했습니다. 라면 원조의 맛 그대로 면식을 제공해주세요."
"2012-04-02","통근버스 문의 드립니다..","secret","","",""
"2012-04-01","통근버스 문의","secret","","",""
"2012-04-01 오후 2:04:05","안산선 증설요","기타 >  >","","","인원조사라도 한번 해봐야 하는거 아닙니까..."
"2012-04-01 오후 12:34:02","샛별슈퍼 휴일 배차 A 조통근","기타 >  >","","","요즘은 휴일에도 사람이 많이 타서 출근길 부터짜증이 납니다....바쁘시더라도 휴일에도 정상 통근 운행하였으면 합니다...샛별슈퍼는 일요일 차량이 없어요 사람이 많이 타서 꽉찬버스에 사람이 이빠이 탑승합니다....확인해 보시고 조치부탁드립니다......수고하세요"
"2012-03-31 오전 11:33:42","안산선 증설 검토 부탁드립니다.","기타 >  >","","","많은분들이 건의하시는것같은데, 안산선 증설 검토 부탁드립니다 ㅠㅠ"
"2012-03-31 오전 9:22:13","어제 청운식당 점심에 벌레가 나왔습니다.","기타 >  >","","","어제 청운식당 점심 School Store의 쫄볶이에서 벌레가 나왔습니다. 쫄볶이를 먹던 중 잡곡만한 크기의 보라색 비스무레한 밥풀덩어리같은게 안에 있길래 처음에는 바퀴벌레인줄 알고 젓가락으로 찔러보았는데 그 덩어리가 세 갈래로 꽃모양마냥 퍼지기에 벌레가 아닌 잡곡인 줄 알고 몇 젓가락 더 먹다 한번 더 찔러보았는데 다리가 여러 개 보였습니다. 혹시나 싶어 자세히 살펴보았음에도 다리가 맞는 것 같았고 벌레 얼굴도 있던 것 같네요. 사진찍거나 말씀드릴까하다가 다들 밥 잘 먹고 계시는데 무슨 일일까 싶어 따로 사진찍거나 말을 하진 않았습니다. 무슨 벌레인지는 아직까지도 잘 모르겠네요. 여튼 위생에 신경써주시면 좋겠습니다 ㅠㅠ"
"2012-03-31","사원증을분실했는데요","secret","","",""
"2012-03-30","통근버스시간표문의","secret","","",""
"2012-03-30","청주 통근버스 출발 시간 문의","secret","","",""
"2012-03-30","정말 짜증납니다. 신발장 관리.","secret","","",""
"2012-03-30","통근버스 내 방송...","secret","","",""
"2012-03-30","체육관 샤워실 관련 문의드려요~~","secret","","",""
"2012-03-29 오후 1:56:52","수영장 여자 탈의실관련 몇가지 건의 드립니다.","기타 >  >","","","일단 먼저 아주 깔끔하게 리모델링 해주셔서 감사합니다. 무엇보다 샤워기에서 나오는 물이 따갑지(?) 않아 좋습니다. 건의사항 1. 바닥에 예전에 깔았던 초록색 매트가 피요할듯합니다. 물이빠지는곳이 없어 바닥에 물이 고여있습니다. 2. 체중계 전원이 들어오지않습니다. 체중계 전원의 케이블이 짧던데 멀티탭을 이용하거나, 아래벽면에 콘센트 추가 설치가 필요할듯합니다. 3. 탈의실에 시계가 없어졌습니다. 시계설치부탁드립니다. 4. 선풍기도 없습니다. 기존에 선풍기가 몇대있었는데 지금은 하나도 없어서 불편합니다. 기존것으로 다시 달아주세요 5. 드라이기도 2개가 없습니다. 세면대가 한쪽면이 아예없어졌던데 탈수기 옆에 드라이기 2대정도 추가로 주시면 좋을것 같습니다. 현재있는 드라이기 2대중 1대는 미작동합니다.확인부탁드립니다. 그리고 이것은 개인적인 의견입니다만, 청소하실때 걸레를 빨아서 탈수기로 돌려 쓰시더라구요, 아무래도 수영복을 탈수하는 기기에 빨았다하더라도 더러운 걸레를 탈수하니 좀 찝찝합니다."
"2012-03-29 오전 11:09:59","퇴근 버스 정류장 신설(용인 흥덕 e마트) 문의 드립니다.","기타 >  >","","","안녕하세요. 7시반, 9시 퇴근 버스 용인 흥덕 e마트 정류장 신설 검토 부탁 드립니다. 감사합니다."
"2012-03-29 오전 9:48:20","주말농장 권오영 담당자님 감사드려요~!!","기타 >  >","","","성함을 알려주지 않으셔서 담당자 찾느냐고 힘들었습니다 하하 주말농장 많은분들 접수 받으시고, 배정하느냐고 바쁘셨을텐데도 제가 요청드린 선택배정을 흔쾌히 받아 주셔서 감사합니다 작물 맛잇게 열심히 키워서 좀 나눠 드릴께요 하하하 고생 많으 셨습니다 ^^"
"2012-03-29","퇴근버스 정류장 준수 바랍니다...","secret","","",""
"2012-03-28","이천→청주 퇴근버스 정류장 문의드립니다.","secret","","",""
"2012-03-28 오전 9:40:59","앞선글에서 작성된 만차시 조기출발 제안건","기타 >  >","","","앞서 작성된 만차된 버스의 조기출발 제안건에 적극 동의합니다. 6시 버스, 특히 금요일은 너무 많은 버스가 한번에 사업장을 빠져나가서 퇴근할때 시간이 많이 지연되고 있습니다. 주차장 입구에서 먼쪽에 배차된 차량들은 매일 적게는 수분, 많게는 20분가량 손해를보고 있네요. 기존의 만차버스 조기출발시 우려되었던 안전사고 문제가 행복 주차장 조성 이후 사람들이 주차장 인도로만 다니고 있으니 위험성이 없어지지 않았나요? 적극 검토를 부탁드립니다."
"2012-03-28 오전 9:34:14","청주/서울간 출퇴근버스 증차 요청드립니다.","기타 >  >","","","수/금에 대한 퇴근버스 추가 증차(19시 30분) 또는 매일 출퇴근버스 운영에 대한 검토 부탁드립니다. M12로 인한 수/금 퇴근 버스 이용자가 많이 증가되고 서울/수도권에 연고지를 가지고 계신 분들도 늘어난 것으로 알고있습니다. 검토 부탁드립니다. 수고하십시오."
"2012-03-28 오전 8:28:57","퇴근 차편 시간 관련 건의","기타 >  >","","","다름이 아니라 퇴근버스가 만차가 되었어도 6시까지 기다리다 다같이 출발을 하는데요, 6시에 차량이 한꺼번에 빠져나가 시간이 많이 걸리는 것 같습니다. 한번은 6시 30분이 되어도 이천 IC에 들어가지 못하는 경우가 있었는데요. 앞으로 만차가 되는 차량이 생기면 바로바로 출발 하는건 어떨까 합니다. 모든 사람들이 일찍 출발하길 원할텐데 만차가 되는 차량들은 바로바로 출발 시키는게 현실적이고 효율적이지 않을까 싶습니다. 항상 우리 임직원들을 위해 노력해주시는 점 감사하게 생각하고 있습니다. 감사합니다. ^^;"
"2012-03-27 오후 5:51:40","주말 농장 신청 결과는 언제 공지가 될까요~?","기타 >  >","","","분양 신청 관련 게시물이 게시판에서 검색했는데 나오질 않네요. 신청 접수는 지난주 금요일이 마감인것 같은데... 관련해서 신청접수만 받고 진행사항이 없는 것 같네요. 공지 좀 부탁드려요~"
"2012-03-27 오후 1:01:08","잠실 관광호텔 버스 노선의 건","기타 >  >","","","'통근버스 개선' 사항으로 - 기존 잠실출근 버스의 경우 : 잠실 관광 호텔 출발 (06:55분) => 잠실 갤러리아 팰리스 앞 경유 (07:00) => 회사도착 (07:56) - 현재 잠실출근 버스의 경우 : 잠실 관광 호텔 출발 (06:55분) => 가락시장역 5번 출구 (07:05) 경유 => 회사도착 (08:03) 아마도 가락시장역에 탑승 인원들이 증가하여 배차를 가락시장 경유로 배차를 변경한 것 같은데요. 실제 탑승인원이 많은 월요일 이외에는 가락시장역을 경유 할 필요가 없어보이는데요... 매일 가락시장역을 경유해서 회사에 도착합니다.. 매일 가락시장역을 경유 필요성에 및 통근 버스내 배차를 재 조정 검토 부탁드립니다. =>해결책 ex)가락 시장 탑승 인원이 없을시 그냥 바로 잠실 갤러리아 팰리스를 경유하여 회사에 도착한다. (동일 버스 회사내 무전 사용으로 사전 인원 파악) 이상입니다."
"2012-03-27","휴일 양재선 승차장","secret","","",""
"2012-03-27 오전 9:50:13","인천 평일 출퇴근 버스 문의","기타 >  >","","","안녕하세요. 게시판 보니 인천 버스 요청에 대한 글이 이미 많이 올라온 것으로 알고 있습니다. 바쁘시겠지만 궁금한 사항에 대해서 답변 부탁 드립니다. 현재 인천 출퇴근 버스에 대한 계획이나 Review 혹은 설문조사 등의 research등에 대한 예정이 없으신지요? 평일 인천 출퇴 버스 증설을 못하는 이유가 정확히 무엇인지 궁금합니다. 실제 터미널에서도 많은 분들이 출퇴근을 하고 있으며, 또한 많은 분들이 전철로 서울 대방 근처로 오셔서 출퇴근 하는 분들도 꽤 있는 것으로 알고 있습니다. 비용/시간 등의 문제 때문인지요? 버스비 전철비 내는 돈이면 소정의 유료 버스로 전환도 괜찮을 것 같은데요... (실제 시간은 서울 번잡 지역많큼 큰 차이가 없을텐데...) 인천 출퇴근이 힘들어 기숙사에 있고 싶어도 기혼자는 12만원을 내라고 합니다. 시범운행에 대한 고려를 꼭 한번 해 주셨으면 합니다. 그럼 수고 하십시요."
"2012-03-27 오전 9:14:46","독서등 켜주세요. 두번째글","기타 >  >","","","전에 말씀드렸던 문제점이 또 발생하여 글 올립니다. 내용은 이전 메일과 같습니다. (아래 참조) ----------------------------------------- 안녕하세요? 언제부턴가 성남 중부 19시 30분 버스에 독서등을 켜주시지 않는 경우가 있습니다. (2/20일 기사님 경우) 미등은 켜 주시나 책을 보기에는 어렵습니다. 기사님께서 친절하시고 운행도 잘 하시는데 Inform이 잘 안 된 것 같습니다. 통근버스 담당자분께서 다시 한 번 Inform해주시면 감사하겠습니다."
"2012-03-27 오전 8:12:30","수지선 버스시간 제안드리겠습니다.","기타 >  >","","","안녕하세요.통근버스를 운행하시느라 항상 수고가 많으십니다. 이번에 제가 불합리라고 생각하는 부분이 있어 담당자님의 의견을 구하자고 합니다. 이천 평일 출근버스의 수지선에 관련된 부분입니다. LG주유소앞 6시55분 한성아파트6시57분에 승차를 하는데 회사에 도착하는 시간은 7시40분 내외입니다. 그날그날 교통상황에 따라서 5분정도 차이가 납니다. 요청드리는 사항은 출근버스 시간을 조금 뒤로 하였으면 합니다. 아침에 가족들과 식사를 하고 오기에는 너무 이른시간이고 회사 도착시간 역시 너무 이르다고 생각됩니다. 수지-이천은 40~45분정도의 운행시간이 소요됩니다. 최소7시20분에 출발을 한다고 하여도 8시~8시5분에는 도착을 할터이니 승차시간을 25분정도만 늦춰주어도 회사에 누가 되지 않을 듯 합니다. 또한 가족들과의 식사를 할수 있는 시간도 되고 그만큼 상쾌한 마음으로 회사에 출근을 하여 회사에 역시 도움이 되리라 생각합니다. 답변 부탁드리겠습니다."
"2012-03-27","이천->청주 셔틀시간 문의드려요","secret","","",""
"2012-03-26","청주<>이천 이용간 문의드립니다.","secret","","",""
"2012-03-26","셔틀버스 운행시간 준수 해주세요","secret","","",""
"2012-03-26 오전 10:51:06","삭당별 칼로리 계산법 정정 또는 통일화 해주세요","기타 >  >","","","금일 특식이라 전 식당의 점심 메뉴가 동일 한데 칼로리는 제각각이네요? 영양사분 본인 먹는 양으로 계산해서 그런가요? 늘 보면 복지관이 다른 식당 비해서 좀 적게 기재 하는 측면이 있습니다."
